lexeme,count,rank,source,license
kriegen,347,592,Leipzig deu_news_2024_1M,CC BY 4.0
kuchen,284,620,Leipzig deu_news_2024_1M,CC BY 4.0
kueche,639,499,Leipzig deu_news_2024_1M,CC BY 4.0
kuehlschrank,153,680,Leipzig deu_news_2024_1M,CC BY 4.0
kugelschreiber,11,779,Leipzig deu_news_2024_1M,CC BY 4.0
kulturell,481,537,Leipzig deu_news_2024_1M,CC BY 4.0
kunde,2662,281,Leipzig deu_news_2024_1M,CC BY 4.0
kurs,1257,392,Leipzig deu_news_2024_1M,CC BY 4.0
kurz,6392,170,Leipzig deu_news_2024_1M,CC BY 4.0
kurz-adv,3626,246,Leipzig deu_news_2024_1M,CC BY 4.0
lachen,525,523,Leipzig deu_news_2024_1M,CC BY 4.0
laden,624,501,Leipzig deu_news_2024_1M,CC BY 4.0
lampe,47,748,Leipzig deu_news_2024_1M,CC BY 4.0
land,11436,121,Leipzig deu_news_2024_1M,CC BY 4.0
lang,13130,112,Leipzig deu_news_2024_1M,CC BY 4.0
lang-adv,2705,280,Leipzig deu_news_2024_1M,CC BY 4.0
lang-prep,2705,280,Leipzig deu_news_2024_1M,CC BY 4.0
lang-verb,2705,280,Leipzig deu_news_2024_1M,CC BY 4.0
lange,5360,193,Leipzig deu_news_2024_1M,CC BY 4.0
lange-adj,5360,193,Leipzig deu_news_2024_1M,CC BY 4.0
lange-verb,5360,193,Leipzig deu_news_2024_1M,CC BY 4.0
langsam,1097,413,Leipzig deu_news_2024_1M,CC BY 4.0
langsam-adv,794,467,Leipzig deu_news_2024_1M,CC BY 4.0
laufen,5708,182,Leipzig deu_news_2024_1M,CC BY 4.0
laut,9068,139,Leipzig deu_news_2024_1M,CC BY 4.0
laut-adv,8431,145,Leipzig deu_news_2024_1M,CC BY 4.0
laut-prep,8431,145,Leipzig deu_news_2024_1M,CC BY 4.0
laut-verb,8431,145,Leipzig deu_news_2024_1M,CC BY 4.0
leben,3628,245,Leipzig deu_news_2024_1M,CC BY 4.0
leben-noun,6320,171,Leipzig deu_news_2024_1M,CC BY 4.0
lebens,691,491,Leipzig deu_news_2024_1M,CC BY 4.0
ledig,13,776,Leipzig deu_news_2024_1M,CC BY 4.0
legen,3605,247,Leipzig deu_news_2024_1M,CC BY 4.0
lehrer,576,508,Leipzig deu_news_2024_1M,CC BY 4.0
leicht,4331,220,Leipzig deu_news_2024_1M,CC BY 4.0
leicht-adv,2635,284,Leipzig deu_news_2024_1M,CC BY 4.0
leider,1058,420,Leipzig deu_news_2024_1M,CC BY 4.0
leise,240,635,Leipzig deu_news_2024_1M,CC BY 4.0
leise-adv,139,693,Leipzig deu_news_2024_1M,CC BY 4.0
lernen,1811,338,Leipzig deu_news_2024_1M,CC BY 4.0
lesen,1610,358,Leipzig deu_news_2024_1M,CC BY 4.0
letzt,2,789,Leipzig deu_news_2024_1M,CC BY 4.0
letzt-adj,2,789,Leipzig deu_news_2024_1M,CC BY 4.0
leute,2358,301,Leipzig deu_news_2024_1M,CC BY 4.0
licht,1198,399,Leipzig deu_news_2024_1M,CC BY 4.0
lieb,2176,312,Leipzig deu_news_2024_1M,CC BY 4.0
lieb-verb,76,737,Leipzig deu_news_2024_1M,CC BY 4.0
lieben,1323,383,Leipzig deu_news_2024_1M,CC BY 4.0
lieben-adj,392,574,Leipzig deu_news_2024_1M,CC BY 4.0
lieber,984,439,Leipzig deu_news_2024_1M,CC BY 4.0
lieber-adv,984,439,Leipzig deu_news_2024_1M,CC BY 4.0
lied,757,479,Leipzig deu_news_2024_1M,CC BY 4.0
liegen,11866,116,Leipzig deu_news_2024_1M,CC BY 4.0
links,2157,313,Leipzig deu_news_2024_1M,CC BY 4.0
lkw,510,526,Leipzig deu_news_2024_1M,CC BY 4.0
loeffel,45,750,Leipzig deu_news_2024_1M,CC BY 4.0
loesung,2274,304,Leipzig deu_news_2024_1M,CC BY 4.0
lokal,499,531,Leipzig deu_news_2024_1M,CC BY 4.0
lustig,411,566,Leipzig deu_news_2024_1M,CC BY 4.0
machen,22686,87,Leipzig deu_news_2024_1M,CC BY 4.0
maedchen,1366,378,Leipzig deu_news_2024_1M,CC BY 4.0
maennlich,461,550,Leipzig deu_news_2024_1M,CC BY 4.0
man,27669,79,Leipzig deu_news_2024_1M,CC BY 4.0
man-adv,27669,79,Leipzig deu_news_2024_1M,CC BY 4.0
mann,11664,119,Leipzig deu_news_2024_1M,CC BY 4.0
maschine,794,467,Leipzig deu_news_2024_1M,CC BY 4.0
meer,901,453,Leipzig deu_news_2024_1M,CC BY 4.0
mehr,32179,64,Leipzig deu_news_2024_1M,CC BY 4.0
mehr-adv,32179,64,Leipzig deu_news_2024_1M,CC BY 4.0
mein,1415,373,Leipzig deu_news_2024_1M,CC BY 4.0
meist,4375,219,Leipzig deu_news_2024_1M,CC BY 4.0
meist-adv,1368,377,Leipzig deu_news_2024_1M,CC BY 4.0
mensch,17476,99,Leipzig deu_news_2024_1M,CC BY 4.0
messer,710,486,Leipzig deu_news_2024_1M,CC BY 4.0
miete,432,556,Leipzig deu_news_2024_1M,CC BY 4.0
mieten,149,683,Leipzig deu_news_2024_1M,CC BY 4.0
milch,212,650,Leipzig deu_news_2024_1M,CC BY 4.0
mit,138406,15,Leipzig deu_news_2024_1M,CC BY 4.0
mit-adv,138406,15,Leipzig deu_news_2024_1M,CC BY 4.0
mitbringen,383,577,Leipzig deu_news_2024_1M,CC BY 4.0
mitkommen,19,771,Leipzig deu_news_2024_1M,CC BY 4.0
mitmachen,291,618,Leipzig deu_news_2024_1M,CC BY 4.0
mitnehmen,557,511,Leipzig deu_news_2024_1M,CC BY 4.0
mitte,3032,264,Leipzig deu_news_2024_1M,CC BY 4.0
mittel,490,532,Leipzig deu_news_2024_1M,CC BY 4.0
moebel,157,677,Leipzig deu_news_2024_1M,CC BY 4.0
moechten,893,454,Leipzig deu_news_2024_1M,CC BY 4.0
moegen,5657,185,Leipzig deu_news_2024_1M,CC BY 4.0
moeglich,7696,152,Leipzig deu_news_2024_1M,CC BY 4.0
moeglich-adv,4740,212,Leipzig deu_news_2024_1M,CC BY 4.0
moment,2103,317,Leipzig deu_news_2024_1M,CC BY 4.0
morgen,462,549,Leipzig deu_news_2024_1M,CC BY 4.0
muede,186,665,Leipzig deu_news_2024_1M,CC BY 4.0
muessen,34465,60,Leipzig deu_news_2024_1M,CC BY 4.0
mund,344,595,Leipzig deu_news_2024_1M,CC BY 4.0
mutter,2566,290,Leipzig deu_news_2024_1M,CC BY 4.0
nach,51770,40,Leipzig deu_news_2024_1M,CC BY 4.0
nach-adv,51770,40,Leipzig deu_news_2024_1M,CC BY 4.0
naechst,5,784,Leipzig deu_news_2024_1M,CC BY 4.0
naechst-adj,5,784,Leipzig deu_news_2024_1M,CC BY 4.0
name,2963,268,Leipzig deu_news_2024_1M,CC BY 4.0
nehmen,9478,136,Leipzig deu_news_2024_1M,CC BY 4.0
nein,190,663,Leipzig deu_news_2024_1M,CC BY 4.0
neu,31119,69,Leipzig deu_news_2024_1M,CC BY 4.0
nicht,94483,28,Leipzig deu_news_2024_1M,CC BY 4.0
nicht-part,94483,28,Leipzig deu_news_2024_1M,CC BY 4.0
nichts,4989,207,Leipzig deu_news_2024_1M,CC BY 4.0
nichts-adv,4989,207,Leipzig deu_news_2024_1M,CC BY 4.0
nie,3583,249,Leipzig deu_news_2024_1M,CC BY 4.0
noch,43898,50,Leipzig deu_news_2024_1M,CC BY 4.0
noch-conj,43898,50,Leipzig deu_news_2024_1M,CC BY 4.0
normal,1124,408,Leipzig deu_news_2024_1M,CC BY 4.0
normal-adv,399,570,Leipzig deu_news_2024_1M,CC BY 4.0
nummer,1051,422,Leipzig deu_news_2024_1M,CC BY 4.0
nur,30526,71,Leipzig deu_news_2024_1M,CC BY 4.0
nur-conj,30526,71,Leipzig deu_news_2024_1M,CC BY 4.0
oben,1692,351,Leipzig deu_news_2024_1M,CC BY 4.0
obst,218,645,Leipzig deu_news_2024_1M,CC BY 4.0
oder,32947,62,Leipzig deu_news_2024_1M,CC BY 4.0
oder-part,32947,62,Leipzig deu_news_2024_1M,CC BY 4.0
oeffnen,2148,314,Leipzig deu_news_2024_1M,CC BY 4.0
oel,401,569,Leipzig deu_news_2024_1M,CC BY 4.0
oft,4904,210,Leipzig deu_news_2024_1M,CC BY 4.0
ohne,8026,150,Leipzig deu_news_2024_1M,CC BY 4.0
ohne-adv,8026,150,Leipzig deu_news_2024_1M,CC BY 4.0
ohne-prep,8026,150,Leipzig deu_news_2024_1M,CC BY 4.0
oma,263,626,Leipzig deu_news_2024_1M,CC BY 4.0
opa,85,732,Leipzig deu_news_2024_1M,CC BY 4.0
ordnung,566,509,Leipzig deu_news_2024_1M,CC BY 4.0
ort,5310,197,Leipzig deu_news_2024_1M,CC BY 4.0
papier,773,473,Leipzig deu_news_2024_1M,CC BY 4.0
papiere,170,672,Leipzig deu_news_2024_1M,CC BY 4.0
partner,1753,342,Leipzig deu_news_2024_1M,CC BY 4.0
partnerin,308,611,Leipzig deu_news_2024_1M,CC BY 4.0
party,538,520,Leipzig deu_news_2024_1M,CC BY 4.0
pass,467,542,Leipzig deu_news_2024_1M,CC BY 4.0
pause,1373,376,Leipzig deu_news_2024_1M,CC BY 4.0
plan,2930,270,Leipzig deu_news_2024_1M,CC BY 4.0
platz,7005,156,Leipzig deu_news_2024_1M,CC BY 4.0
polizei,11730,117,Leipzig deu_news_2024_1M,CC BY 4.0
pommes,114,710,Leipzig deu_news_2024_1M,CC BY 4.0
post,1452,368,Leipzig deu_news_2024_1M,CC BY 4.0
postleitzahl,12,778,Leipzig deu_news_2024_1M,CC BY 4.0
praktikum,85,732,Leipzig deu_news_2024_1M,CC BY 4.0
praxis,773,473,Leipzig deu_news_2024_1M,CC BY 4.0
